transaction_id,customer_id,transaction_date,amount,category,quantity
TXN_0007679,CUST_00553,2024-09-28,76.01,Electronics,5
TXN_0007680,CUST_00553,2024-06-21,112.45,Food & Beverage,1
TXN_0007681,CUST_00553,2023-06-26,154.68,Automotive,4
TXN_0007682,CUST_00553,2023-12-07,78.1,Health & Beauty,5
TXN_0007683,CUST_00553,2023-04-26,317.37,Sports,4
TXN_0007684,CUST_00553,2023-12-22,26.7,Office Supplies,2
TXN_0007685,CUST_00553,2023-08-11,21.69,Automotive,2
TXN_0007686,CUST_00553,2023-04-12,137.01,Office Supplies,2
TXN_0007687,CUST_00553,2023-11-17,46.66,Automotive,5
TXN_0007688,CUST_00553,2023-04-06,14.07,Automotive,1
TXN_0007689,CUST_00553,2023-02-28,32.84,Books,5
TXN_0007690,CUST_00554,2023-12-05,28.06,Food & Beverage,4
TXN_0007691,CUST_00554,2024-02-06,20.89,Food & Beverage,2
TXN_0007692,CUST_00554,2024-10-27,39.85,Office Supplies,2
TXN_0007693,CUST_00554,2024-04-09,20.08,Home & Garden,1
TXN_0007694,CUST_00554,2024-10-19,78.2,Office Supplies,3
TXN_0007695,CUST_00554,2024-08-22,9.94,Toys,2
TXN_0007696,CUST_00554,2024-11-26,50.58,Electronics,5
TXN_0007697,CUST_00554,2024-11-12,71.29,Clothing,2
TXN_0007698,CUST_00554,2023-12-04,43.76,Automotive,3
TXN_0007699,CUST_00554,2024-01-20,112.82,Toys,2
TXN_0007700,CUST_00554,2024-04-01,15.72,Clothing,1
TXN_0007701,CUST_00554,2024-04-01,26.85,Sports,1
TXN_0007702,CUST_00554,2024-02-10,36.13,Books,1
TXN_0007703,CUST_00554,2024-04-20,83.21,Health & Beauty,3
TXN_0007704,CUST_00554,2024-02-10,56.04,Electronics,1
TXN_0007705,CUST_00554,2024-04-14,261.35,Books,1
TXN_0007706,CUST_00554,2024-02-07,24.69,Electronics,3
TXN_0007707,CUST_00555,2024-07-30,170.6,Electronics,4
TXN_0007708,CUST_00555,2024-09-05,12.98,Automotive,1
TXN_0007709,CUST_00555,2024-11-03,70.42,Clothing,1
TXN_0007710,CUST_00555,2024-10-20,18.64,Sports,3
TXN_0007711,CUST_00555,2024-10-20,7.79,Automotive,3
TXN_0007712,CUST_00556,2024-04-17,90.93,Health & Beauty,4
TXN_0007713,CUST_00556,2024-07-22,16.66,Sports,2
TXN_0007714,CUST_00556,2024-04-09,70.2,Health & Beauty,3
TXN_0007715,CUST_00556,2023-10-02,81.51,Automotive,2
TXN_0007716,CUST_00556,2023-09-10,16.01,Home & Garden,4
TXN_0007717,CUST_00556,2024-03-01,36.9,Health & Beauty,2
TXN_0007718,CUST_00556,2023-07-28,156.36,Sports,3
TXN_0007719,CUST_00556,2023-08-25,74.51,Office Supplies,1
TXN_0007720,CUST_00556,2023-06-25,35.92,Sports,1
TXN_0007721,CUST_00556,2024-06-27,61.73,Sports,5
TXN_0007722,CUST_00556,2023-09-05,25.59,Electronics,1
TXN_0007723,CUST_00556,2024-11-22,107.92,Home & Garden,2
TXN_0007724,CUST_00557,2024-10-27,49.56,Food & Beverage,2
TXN_0007725,CUST_00557,2024-11-30,54.11,Clothing,4
TXN_0007726,CUST_00557,2024-09-24,20.24,Home & Garden,4
TXN_0007727,CUST_00557,2024-12-07,15.25,Automotive,2
TXN_0007728,CUST_00557,2024-06-17,33.29,Clothing,4
TXN_0007729,CUST_00557,2024-08-09,41.96,Sports,2
TXN_0007730,CUST_00557,2024-10-23,105.28,Sports,5
TXN_0007731,CUST_00557,2024-10-02,94.11,Sports,2
TXN_0007732,CUST_00557,2024-05-17,52.16,Automotive,2
TXN_0007733,CUST_00557,2024-10-18,116.62,Food & Beverage,4
TXN_0007734,CUST_00557,2024-10-03,21.15,Clothing,1
TXN_0007735,CUST_00557,2024-05-12,106.53,Health & Beauty,5
TXN_0007736,CUST_00557,2024-07-07,23.91,Home & Garden,3
TXN_0007737,CUST_00557,2024-09-13,121.3,Home & Garden,2
TXN_0007738,CUST_00557,2024-09-28,44.52,Toys,1
TXN_0007739,CUST_00557,2024-11-06,9.1,Books,2
TXN_0007740,CUST_00557,2024-06-16,80.69,Electronics,1
TXN_0007741,CUST_00558,2024-11-01,33.04,Toys,3
TXN_0007742,CUST_00558,2024-09-18,35.37,Health & Beauty,5
TXN_0007743,CUST_00558,2024-08-15,41.9,Home & Garden,3
TXN_0007744,CUST_00558,2024-03-13,10.2,Automotive,4
TXN_0007745,CUST_00558,2024-02-07,7.18,Home & Garden,5
TXN_0007746,CUST_00558,2024-06-03,134.85,Clothing,3
TXN_0007747,CUST_00558,2024-05-26,24.62,Home & Garden,1
TXN_0007748,CUST_00558,2024-05-24,209.99,Automotive,1
TXN_0007749,CUST_00558,2024-12-02,142.48,Home & Garden,5
TXN_0007750,CUST_00558,2024-06-28,166.77,Electronics,4
TXN_0007751,CUST_00558,2023-12-29,28.29,Food & Beverage,5
TXN_0007752,CUST_00558,2023-12-21,13.15,Home & Garden,2
TXN_0007753,CUST_00558,2024-04-19,19.95,Electronics,4
TXN_0007754,CUST_00558,2024-06-07,33.3,Food & Beverage,4
TXN_0007755,CUST_00558,2024-04-19,7.13,Toys,4
TXN_0007756,CUST_00558,2024-11-25,32.54,Office Supplies,3
TXN_0007757,CUST_00558,2023-12-28,40.51,Office Supplies,1
TXN_0007758,CUST_00558,2024-04-16,16.9,Clothing,5
TXN_0007759,CUST_00558,2024-12-14,20.71,Office Supplies,5
TXN_0007760,CUST_00559,2024-07-09,60.72,Sports,4
TXN_0007761,CUST_00559,2024-06-02,22.39,Books,1
TXN_0007762,CUST_00559,2024-03-10,57.69,Sports,3
TXN_0007763,CUST_00559,2024-12-08,50.94,Health & Beauty,4
TXN_0007764,CUST_00559,2024-03-30,47.4,Books,5
TXN_0007765,CUST_00559,2024-11-03,27.1,Toys,5
TXN_0007766,CUST_00559,2024-10-08,15.71,Automotive,4
TXN_0007767,CUST_00559,2024-08-04,177.39,Health & Beauty,4
TXN_0007768,CUST_00559,2024-12-01,75.6,Office Supplies,2
TXN_0007769,CUST_00559,2024-02-28,102.08,Books,4
TXN_0007770,CUST_00559,2024-12-24,42.7,Electronics,4
TXN_0007771,CUST_00559,2024-12-18,40.04,Home & Garden,2
TXN_0007772,CUST_00559,2024-11-19,67.61,Electronics,1
TXN_0007773,CUST_00559,2024-03-12,10.52,Books,5
TXN_0007774,CUST_00560,2024-06-08,26.06,Electronics,3
TXN_0007775,CUST_00560,2024-07-29,34.3,Office Supplies,3
TXN_0007776,CUST_00560,2024-10-31,24.41,Toys,1
TXN_0007777,CUST_00560,2024-12-15,64.39,Office Supplies,5
TXN_0007778,CUST_00560,2023-12-03,52.66,Books,5
TXN_0007779,CUST_00560,2023-12-04,150.37,Books,3
TXN_0007780,CUST_00560,2024-01-27,357.02,Food & Beverage,5
TXN_0007781,CUST_00560,2024-09-21,17.97,Health & Beauty,2
TXN_0007782,CUST_00560,2024-09-07,55.51,Home & Garden,5
TXN_0007783,CUST_00560,2024-04-22,55.43,Food & Beverage,1
TXN_0007784,CUST_00560,2024-09-22,48.78,Clothing,3
TXN_0007785,CUST_00560,2024-07-18,20.72,Office Supplies,1
TXN_0007786,CUST_00560,2024-05-29,23.69,Books,3
TXN_0007787,CUST_00560,2024-07-08,59.81,Home & Garden,5
TXN_0007788,CUST_00560,2024-03-27,23.16,Office Supplies,3
TXN_0007789,CUST_00560,2024-01-12,56.05,Sports,4
TXN_0007790,CUST_00561,2024-02-18,53.16,Electronics,5
TXN_0007791,CUST_00561,2024-06-16,22.14,Books,2
TXN_0007792,CUST_00561,2024-08-19,53.84,Toys,1
TXN_0007793,CUST_00561,2024-03-30,23.46,Automotive,5
TXN_0007794,CUST_00561,2024-08-29,53.98,Automotive,4
TXN_0007795,CUST_00561,2024-06-16,138.59,Sports,2
TXN_0007796,CUST_00561,2023-12-30,58.48,Health & Beauty,5
TXN_0007797,CUST_00561,2024-01-19,61.4,Home & Garden,5
TXN_0007798,CUST_00561,2023-12-28,91.26,Automotive,1
TXN_0007799,CUST_00561,2023-11-03,15.44,Automotive,2
TXN_0007800,CUST_00561,2023-12-17,187.75,Books,3
TXN_0007801,CUST_00561,2024-02-12,20.4,Electronics,4
TXN_0007802,CUST_00561,2024-12-16,95.94,Automotive,3
TXN_0007803,CUST_00561,2024-09-22,86.27,Automotive,3
TXN_0007804,CUST_00561,2024-09-17,23.06,Toys,4
TXN_0007805,CUST_00561,2024-12-01,106.39,Automotive,1
TXN_0007806,CUST_00562,2024-07-10,204.25,Sports,3
TXN_0007807,CUST_00562,2024-02-14,52.57,Automotive,2
TXN_0007808,CUST_00562,2024-05-04,41.29,Food & Beverage,3
TXN_0007809,CUST_00562,2024-06-22,29.83,Health & Beauty,5
TXN_0007810,CUST_00562,2024-05-02,11.16,Health & Beauty,2
TXN_0007811,CUST_00562,2023-10-12,34.91,Books,3
TXN_0007812,CUST_00562,2024-07-23,36.11,Books,1
TXN_0007813,CUST_00562,2024-12-25,55.53,Toys,3
TXN_0007814,CUST_00562,2024-12-04,14.42,Health & Beauty,3
TXN_0007815,CUST_00562,2024-07-05,37.19,Home & Garden,5
TXN_0007816,CUST_00562,2024-08-25,71.4,Office Supplies,4
TXN_0007817,CUST_00562,2024-01-20,77.31,Automotive,4
TXN_0007818,CUST_00562,2024-01-21,10.17,Clothing,1
TXN_0007819,CUST_00562,2024-08-28,79.24,Food & Beverage,5
TXN_0007820,CUST_00562,2024-03-17,36.97,Home & Garden,4
TXN_0007821,CUST_00563,2024-09-11,7.17,Health & Beauty,1
TXN_0007822,CUST_00563,2024-12-26,156.95,Clothing,5
TXN_0007823,CUST_00563,2024-12-09,54.74,Toys,4
TXN_0007824,CUST_00563,2024-06-07,13.96,Health & Beauty,2
TXN_0007825,CUST_00563,2024-06-13,64.15,Office Supplies,4
TXN_0007826,CUST_00563,2024-07-28,62.59,Health & Beauty,1
TXN_0007827,CUST_00563,2024-07-29,126.36,Sports,3
TXN_0007828,CUST_00563,2024-03-25,37.09,Office Supplies,4
TXN_0007829,CUST_00563,2024-09-09,47.97,Automotive,5
TXN_0007830,CUST_00563,2024-09-02,28.41,Books,1
TXN_0007831,CUST_00563,2024-02-22,76.66,Office Supplies,2
TXN_0007832,CUST_00563,2024-07-25,25.39,Automotive,2
TXN_0007833,CUST_00563,2024-02-28,23.26,Clothing,4
TXN_0007834,CUST_00563,2024-05-05,45.01,Electronics,1
TXN_0007835,CUST_00563,2024-07-13,17.82,Office Supplies,4
TXN_0007836,CUST_00563,2024-12-26,171.19,Home & Garden,2
TXN_0007837,CUST_00564,2024-07-17,28.85,Home & Garden,2
TXN_0007838,CUST_00564,2024-11-19,13.68,Food & Beverage,5
TXN_0007839,CUST_00564,2024-06-14,54.28,Food & Beverage,5
TXN_0007840,CUST_00564,2024-05-20,28.2,Toys,4
TXN_0007841,CUST_00564,2024-09-22,106.13,Automotive,1
TXN_0007842,CUST_00564,2024-12-11,22.09,Automotive,3
TXN_0007843,CUST_00564,2024-10-05,64.1,Electronics,1
TXN_0007844,CUST_00564,2024-11-10,45.43,Electronics,3
TXN_0007845,CUST_00564,2024-02-29,24.14,Books,2
TXN_0007846,CUST_00564,2024-07-27,50.25,Automotive,1
TXN_0007847,CUST_00564,2024-04-01,83.74,Health & Beauty,2
TXN_0007848,CUST_00564,2024-10-06,44.45,Books,3
TXN_0007849,CUST_00564,2024-11-20,44.82,Sports,4
TXN_0007850,CUST_00564,2024-10-30,20.63,Clothing,3
TXN_0007851,CUST_00564,2024-08-10,103.57,Food & Beverage,3
TXN_0007852,CUST_00565,2024-06-22,29.91,Electronics,3
TXN_0007853,CUST_00565,2024-03-26,37.6,Office Supplies,2
TXN_0007854,CUST_00565,2024-06-10,128.75,Electronics,5
TXN_0007855,CUST_00565,2024-07-02,16.77,Toys,3
TXN_0007856,CUST_00565,2024-12-08,67.35,Sports,2
TXN_0007857,CUST_00565,2024-08-01,26.57,Home & Garden,1
TXN_0007858,CUST_00565,2024-10-09,172.26,Health & Beauty,2
TXN_0007859,CUST_00565,2024-06-11,43.7,Food & Beverage,5
TXN_0007860,CUST_00565,2024-09-10,113.84,Clothing,1
TXN_0007861,CUST_00565,2024-09-23,22.59,Home & Garden,5
TXN_0007862,CUST_00565,2024-05-18,15.3,Sports,4
TXN_0007863,CUST_00565,2024-12-04,34.44,Home & Garden,5
TXN_0007864,CUST_00565,2024-05-26,51.25,Electronics,2
TXN_0007865,CUST_00566,2024-05-20,84.89,Health & Beauty,3
TXN_0007866,CUST_00566,2024-10-30,39.13,Books,5
TXN_0007867,CUST_00566,2024-06-30,8.75,Electronics,4
TXN_0007868,CUST_00566,2024-08-23,72.02,Health & Beauty,3
TXN_0007869,CUST_00566,2024-09-16,22.84,Home & Garden,1
TXN_0007870,CUST_00566,2024-12-19,34.66,Home & Garden,4
TXN_0007871,CUST_00566,2024-06-14,160.33,Sports,3
TXN_0007872,CUST_00566,2024-06-23,191.14,Office Supplies,3
TXN_0007873,CUST_00566,2024-08-08,29.21,Toys,5
TXN_0007874,CUST_00566,2024-07-06,73.48,Food & Beverage,4
TXN_0007875,CUST_00566,2024-04-29,29.75,Toys,5
TXN_0007876,CUST_00566,2024-10-02,36.79,Electronics,4
TXN_0007877,CUST_00566,2024-11-27,28.51,Health & Beauty,1
TXN_0007878,CUST_00566,2024-10-16,11.65,Office Supplies,5
TXN_0007879,CUST_00567,2024-03-17,56.02,Office Supplies,5
TXN_0007880,CUST_00567,2024-02-28,26.0,Toys,4
TXN_0007881,CUST_00567,2024-08-04,106.2,Health & Beauty,1
TXN_0007882,CUST_00567,2024-04-13,31.38,Office Supplies,3
TXN_0007883,CUST_00567,2024-06-27,26.72,Clothing,3
TXN_0007884,CUST_00567,2024-11-30,67.78,Home & Garden,3
TXN_0007885,CUST_00567,2024-05-10,12.95,Clothing,4
TXN_0007886,CUST_00567,2024-06-15,91.88,Office Supplies,5
TXN_0007887,CUST_00567,2024-04-26,32.24,Automotive,2
TXN_0007888,CUST_00567,2024-10-16,98.15,Health & Beauty,5
TXN_0007889,CUST_00567,2024-09-25,124.66,Food & Beverage,4
TXN_0007890,CUST_00567,2024-09-09,74.23,Sports,3
TXN_0007891,CUST_00567,2024-08-07,23.23,Health & Beauty,5
TXN_0007892,CUST_00567,2024-02-13,16.35,Toys,1
TXN_0007893,CUST_00568,2024-06-09,103.46,Health & Beauty,3
TXN_0007894,CUST_00568,2024-02-29,38.44,Books,3
TXN_0007895,CUST_00568,2024-01-18,26.51,Sports,5
TXN_0007896,CUST_00568,2024-09-29,38.52,Toys,1
TXN_0007897,CUST_00568,2024-05-14,101.64,Sports,5
TXN_0007898,CUST_00568,2023-11-30,79.83,Home & Garden,1
TXN_0007899,CUST_00568,2024-03-03,60.81,Office Supplies,1
TXN_0007900,CUST_00569,2024-06-19,55.95,Sports,2
TXN_0007901,CUST_00569,2023-12-09,61.68,Clothing,3
TXN_0007902,CUST_00569,2023-09-10,57.81,Health & Beauty,5
TXN_0007903,CUST_00569,2024-05-26,48.44,Toys,1
TXN_0007904,CUST_00569,2023-03-31,88.5,Electronics,1
TXN_0007905,CUST_00569,2023-06-13,64.67,Health & Beauty,3
TXN_0007906,CUST_00569,2024-05-25,23.94,Toys,2
TXN_0007907,CUST_00569,2023-11-28,73.95,Office Supplies,3
TXN_0007908,CUST_00569,2023-10-11,59.03,Clothing,3
TXN_0007909,CUST_00569,2024-08-09,79.0,Toys,2
TXN_0007910,CUST_00569,2023-08-03,44.56,Health & Beauty,3
TXN_0007911,CUST_00569,2024-05-31,92.73,Automotive,3
TXN_0007912,CUST_00569,2024-03-23,46.12,Food & Beverage,1
TXN_0007913,CUST_00569,2023-09-23,86.43,Health & Beauty,3
TXN_0007914,CUST_00569,2024-12-01,33.62,Toys,3
TXN_0007915,CUST_00569,2023-05-15,35.53,Sports,5
TXN_0007916,CUST_00569,2024-01-09,78.41,Health & Beauty,4
TXN_0007917,CUST_00569,2023-09-14,37.15,Office Supplies,3
TXN_0007918,CUST_00569,2023-07-12,282.85,Books,2
TXN_0007919,CUST_00569,2024-08-09,76.21,Health & Beauty,3
TXN_0007920,CUST_00570,2024-08-26,86.62,Automotive,1
TXN_0007921,CUST_00570,2024-12-28,30.6,Office Supplies,3
TXN_0007922,CUST_00570,2024-09-30,94.07,Office Supplies,3
TXN_0007923,CUST_00570,2024-12-28,92.01,Toys,3
TXN_0007924,CUST_00570,2024-10-04,122.55,Clothing,4
TXN_0007925,CUST_00570,2024-09-09,31.6,Electronics,2
TXN_0007926,CUST_00570,2024-12-16,16.9,Automotive,3
TXN_0007927,CUST_00570,2024-11-05,27.59,Clothing,2
TXN_0007928,CUST_00570,2024-09-11,35.89,Home & Garden,2
TXN_0007929,CUST_00570,2024-07-22,170.62,Food & Beverage,4
TXN_0007930,CUST_00570,2024-05-29,260.26,Food & Beverage,1
TXN_0007931,CUST_00570,2024-09-25,59.23,Clothing,3
TXN_0007932,CUST_00570,2024-09-08,45.29,Office Supplies,4
TXN_0007933,CUST_00570,2024-11-07,33.98,Clothing,3
TXN_0007934,CUST_00571,2024-12-13,237.35,Toys,5
TXN_0007935,CUST_00571,2024-08-12,171.97,Books,3
TXN_0007936,CUST_00571,2024-02-07,102.42,Automotive,3
TXN_0007937,CUST_00571,2024-12-05,101.22,Health & Beauty,5
TXN_0007938,CUST_00571,2024-05-28,80.2,Electronics,5
TXN_0007939,CUST_00571,2024-12-04,39.68,Books,4
TXN_0007940,CUST_00571,2024-04-29,22.86,Health & Beauty,4
TXN_0007941,CUST_00571,2023-12-24,40.53,Clothing,4
TXN_0007942,CUST_00571,2023-12-19,57.77,Books,5
TXN_0007943,CUST_00571,2024-06-21,12.88,Clothing,1
TXN_0007944,CUST_00571,2024-01-14,36.46,Toys,3
TXN_0007945,CUST_00571,2024-10-16,21.28,Electronics,1
TXN_0007946,CUST_00572,2023-07-29,27.35,Toys,1
TXN_0007947,CUST_00572,2024-05-09,55.2,Toys,5
TXN_0007948,CUST_00572,2024-01-14,24.25,Office Supplies,1
TXN_0007949,CUST_00572,2024-08-25,152.4,Automotive,4
TXN_0007950,CUST_00572,2024-12-14,10.89,Home & Garden,5
TXN_0007951,CUST_00572,2024-02-27,62.12,Health & Beauty,1
TXN_0007952,CUST_00572,2024-05-24,15.28,Home & Garden,1
TXN_0007953,CUST_00572,2024-04-20,28.24,Office Supplies,2
TXN_0007954,CUST_00572,2024-10-26,50.06,Office Supplies,4
TXN_0007955,CUST_00572,2024-07-11,52.07,Sports,2
TXN_0007956,CUST_00572,2024-04-08,51.0,Books,4
TXN_0007957,CUST_00572,2024-08-23,47.93,Books,3
TXN_0007958,CUST_00572,2024-04-11,25.4,Automotive,5
TXN_0007959,CUST_00572,2024-06-03,37.23,Electronics,4
TXN_0007960,CUST_00573,2024-04-24,53.09,Toys,2
TXN_0007961,CUST_00573,2024-06-02,43.09,Automotive,5
TXN_0007962,CUST_00573,2024-07-13,81.4,Food & Beverage,1
TXN_0007963,CUST_00573,2024-07-13,48.93,Books,3
TXN_0007964,CUST_00573,2024-05-19,53.35,Books,5
TXN_0007965,CUST_00573,2024-03-29,33.44,Clothing,3
TXN_0007966,CUST_00573,2024-07-01,19.57,Electronics,5
TXN_0007967,CUST_00573,2024-11-20,51.37,Food & Beverage,2
TXN_0007968,CUST_00573,2024-12-03,119.31,Food & Beverage,5
TXN_0007969,CUST_00573,2024-07-20,64.77,Sports,4
TXN_0007970,CUST_00573,2024-07-19,23.61,Health & Beauty,4
TXN_0007971,CUST_00573,2024-10-23,87.14,Toys,1
TXN_0007972,CUST_00573,2024-08-10,34.73,Automotive,1
TXN_0007973,CUST_00573,2024-07-04,80.44,Electronics,1
TXN_0007974,CUST_00574,2024-10-16,61.45,Books,3
TXN_0007975,CUST_00574,2024-11-29,30.6,Sports,3
TXN_0007976,CUST_00574,2024-11-12,31.22,Home & Garden,4
TXN_0007977,CUST_00574,2024-06-28,13.23,Automotive,2
TXN_0007978,CUST_00574,2024-09-17,69.78,Home & Garden,4
TXN_0007979,CUST_00574,2024-08-21,62.29,Toys,5
TXN_0007980,CUST_00574,2024-08-28,65.16,Clothing,2
TXN_0007981,CUST_00574,2024-10-29,57.74,Automotive,4
TXN_0007982,CUST_00574,2024-10-09,25.17,Office Supplies,1
TXN_0007983,CUST_00574,2024-07-14,100.32,Home & Garden,2
TXN_0007984,CUST_00574,2024-08-11,102.5,Home & Garden,1
TXN_0007985,CUST_00574,2024-08-28,24.66,Home & Garden,3
TXN_0007986,CUST_00574,2024-08-01,70.91,Sports,1
TXN_0007987,CUST_00574,2024-07-19,93.28,Office Supplies,4
TXN_0007988,CUST_00575,2024-06-26,37.74,Health & Beauty,5
TXN_0007989,CUST_00575,2024-09-15,73.32,Sports,3
TXN_0007990,CUST_00575,2024-11-29,14.29,Food & Beverage,3
TXN_0007991,CUST_00575,2024-10-22,20.02,Health & Beauty,2
TXN_0007992,CUST_00575,2024-07-13,21.67,Health & Beauty,3
TXN_0007993,CUST_00575,2024-09-02,11.36,Food & Beverage,1
TXN_0007994,CUST_00575,2024-06-07,113.92,Automotive,1
TXN_0007995,CUST_00575,2024-10-04,9.75,Clothing,2
TXN_0007996,CUST_00575,2024-10-24,62.93,Toys,2
TXN_0007997,CUST_00575,2024-12-29,91.55,Electronics,3
TXN_0007998,CUST_00575,2024-06-24,37.81,Electronics,2
TXN_0007999,CUST_00575,2024-06-02,28.02,Office Supplies,2
TXN_0008000,CUST_00575,2024-11-25,57.62,Sports,5
TXN_0008001,CUST_00575,2024-09-13,47.89,Clothing,5
TXN_0008002,CUST_00575,2024-09-02,106.73,Toys,1
TXN_0008003,CUST_00575,2024-08-23,5.84,Sports,2
TXN_0008004,CUST_00576,2023-11-13,70.49,Electronics,1
TXN_0008005,CUST_00576,2024-02-19,46.83,Automotive,2
TXN_0008006,CUST_00576,2023-12-17,82.09,Books,3
TXN_0008007,CUST_00576,2024-02-25,55.47,Electronics,1
TXN_0008008,CUST_00576,2023-09-18,40.38,Home & Garden,4
TXN_0008009,CUST_00576,2023-11-17,35.32,Automotive,2
TXN_0008010,CUST_00576,2024-06-29,288.95,Electronics,2
TXN_0008011,CUST_00576,2023-05-29,153.57,Automotive,4
TXN_0008012,CUST_00576,2024-07-05,66.86,Food & Beverage,4
TXN_0008013,CUST_00576,2024-10-03,47.89,Electronics,5
TXN_0008014,CUST_00576,2023-06-07,69.18,Sports,4
TXN_0008015,CUST_00577,2024-08-26,66.38,Clothing,5
TXN_0008016,CUST_00577,2024-02-05,26.03,Toys,4
TXN_0008017,CUST_00577,2023-11-02,197.92,Office Supplies,3
TXN_0008018,CUST_00577,2023-06-10,57.81,Toys,4
TXN_0008019,CUST_00577,2024-10-14,237.8,Clothing,4
TXN_0008020,CUST_00577,2023-12-14,55.15,Clothing,4
TXN_0008021,CUST_00577,2023-11-05,39.01,Electronics,3
TXN_0008022,CUST_00577,2024-12-17,143.68,Automotive,5
TXN_0008023,CUST_00577,2024-07-16,60.41,Automotive,1
TXN_0008024,CUST_00577,2024-04-09,52.83,Clothing,5
TXN_0008025,CUST_00577,2024-07-11,18.17,Office Supplies,2
TXN_0008026,CUST_00577,2023-07-23,80.52,Books,2
TXN_0008027,CUST_00577,2024-07-08,32.0,Food & Beverage,3
TXN_0008028,CUST_00577,2024-07-22,33.18,Food & Beverage,5
TXN_0008029,CUST_00577,2024-08-20,32.07,Toys,3
TXN_0008030,CUST_00577,2023-09-27,67.46,Office Supplies,5
TXN_0008031,CUST_00577,2023-09-01,13.9,Sports,1
TXN_0008032,CUST_00577,2024-05-03,40.11,Books,5
TXN_0008033,CUST_00577,2023-06-28,104.01,Sports,3
TXN_0008034,CUST_00578,2024-11-14,51.59,Office Supplies,1
TXN_0008035,CUST_00578,2024-12-28,27.11,Office Supplies,4
TXN_0008036,CUST_00578,2024-10-07,32.53,Electronics,2
TXN_0008037,CUST_00578,2024-07-10,168.87,Home & Garden,3
TXN_0008038,CUST_00578,2024-11-19,12.0,Clothing,5
TXN_0008039,CUST_00578,2024-08-18,82.89,Electronics,1
TXN_0008040,CUST_00578,2024-09-13,30.65,Clothing,3
TXN_0008041,CUST_00578,2024-09-15,29.46,Office Supplies,1
TXN_0008042,CUST_00578,2024-06-12,18.46,Sports,5
TXN_0008043,CUST_00578,2024-05-31,82.12,Office Supplies,4
TXN_0008044,CUST_00579,2024-05-23,35.51,Electronics,4
TXN_0008045,CUST_00579,2024-02-17,50.0,Home & Garden,1
TXN_0008046,CUST_00579,2024-03-17,39.96,Books,1
TXN_0008047,CUST_00579,2024-07-31,9.24,Books,4
TXN_0008048,CUST_00579,2024-10-06,30.92,Home & Garden,3
TXN_0008049,CUST_00579,2023-12-25,93.73,Sports,1
TXN_0008050,CUST_00579,2023-12-09,13.72,Home & Garden,1
TXN_0008051,CUST_00579,2024-05-02,19.15,Office Supplies,1
TXN_0008052,CUST_00579,2024-07-06,32.54,Automotive,4
TXN_0008053,CUST_00579,2024-04-03,25.62,Food & Beverage,5
TXN_0008054,CUST_00579,2023-10-04,44.78,Home & Garden,5
TXN_0008055,CUST_00579,2024-01-25,19.1,Books,3
TXN_0008056,CUST_00579,2024-07-04,33.57,Books,5
TXN_0008057,CUST_00579,2024-11-25,44.06,Food & Beverage,2
TXN_0008058,CUST_00580,2024-12-26,114.83,Clothing,1
TXN_0008059,CUST_00580,2024-09-08,34.41,Health & Beauty,4
TXN_0008060,CUST_00580,2024-06-13,192.11,Health & Beauty,1
TXN_0008061,CUST_00580,2024-10-14,36.62,Food & Beverage,3
TXN_0008062,CUST_00580,2024-06-20,82.33,Sports,5
TXN_0008063,CUST_00580,2024-06-02,198.9,Health & Beauty,1
TXN_0008064,CUST_00580,2024-02-25,47.42,Home & Garden,1
TXN_0008065,CUST_00580,2024-07-16,14.14,Electronics,1
TXN_0008066,CUST_00580,2024-04-29,45.62,Automotive,2
TXN_0008067,CUST_00580,2024-05-18,26.0,Clothing,5
TXN_0008068,CUST_00580,2024-07-30,34.06,Health & Beauty,5
TXN_0008069,CUST_00580,2024-12-06,207.59,Toys,5
TXN_0008070,CUST_00580,2024-12-04,15.95,Electronics,2
TXN_0008071,CUST_00581,2024-03-05,22.02,Office Supplies,4
TXN_0008072,CUST_00581,2023-07-04,34.74,Toys,4
TXN_0008073,CUST_00581,2023-06-15,80.64,Toys,1
TXN_0008074,CUST_00581,2023-10-06,57.32,Electronics,3
TXN_0008075,CUST_00581,2024-05-17,37.12,Automotive,4
TXN_0008076,CUST_00581,2023-05-21,26.42,Office Supplies,3
TXN_0008077,CUST_00581,2023-06-07,57.23,Home & Garden,3
TXN_0008078,CUST_00581,2024-04-18,174.22,Electronics,3
TXN_0008079,CUST_00581,2023-06-27,21.61,Sports,3
TXN_0008080,CUST_00581,2024-09-27,205.09,Books,5
TXN_0008081,CUST_00581,2024-11-17,116.02,Health & Beauty,2
TXN_0008082,CUST_00581,2023-11-23,132.9,Toys,4
TXN_0008083,CUST_00581,2024-10-16,56.88,Food & Beverage,1
TXN_0008084,CUST_00581,2024-10-14,113.41,Toys,4
TXN_0008085,CUST_00582,2024-07-24,24.65,Toys,4
TXN_0008086,CUST_00582,2024-01-03,77.63,Electronics,4
TXN_0008087,CUST_00582,2024-04-24,53.3,Books,3
TXN_0008088,CUST_00582,2024-05-17,37.36,Office Supplies,4
TXN_0008089,CUST_00582,2024-11-13,5.68,Books,1
TXN_0008090,CUST_00582,2024-10-25,29.69,Toys,2
TXN_0008091,CUST_00582,2023-12-25,16.45,Books,2
TXN_0008092,CUST_00583,2024-08-14,36.61,Food & Beverage,5
TXN_0008093,CUST_00583,2024-10-15,25.8,Toys,3
