customer_id,age,gender,city,signup_date,subscription_tier
CUST_01266,48,Female,Philadelphia,2023-06-16,Basic
CUST_01267,18,Non-binary,Denver,2024-04-14,Free
CUST_01268,26,Female,Seattle,2023-09-21,Free
CUST_01269,35,Female,Denver,2023-07-10,Free
CUST_01270,46,Male,New York,2023-12-12,Enterprise
CUST_01271,45,Female,Boston,2023-10-30,Basic
CUST_01272,30,Male,Austin,2023-07-17,Free
CUST_01273,35,Female,Chicago,2024-02-20,Free
CUST_01274,42,Male,Nashville,2024-03-13,Free
CUST_01275,32,Female,Dallas,2023-12-02,Basic
CUST_01276,52,Female,Los Angeles,2024-02-15,Free
CUST_01277,37,Female,Seattle,2023-04-08,Basic
CUST_01278,44,Female,Chicago,2023-05-24,Enterprise
CUST_01279,46,Male,San Diego,2023-11-28,Premium
CUST_01280,35,Female,Portland,2023-09-12,Basic
CUST_01281,18,Female,New York,2023-09-25,Enterprise
CUST_01282,42,Male,San Antonio,2023-08-30,Free
CUST_01283,42,Female,San Diego,2023-10-01,Premium
CUST_01284,48,Male,Philadelphia,2023-11-06,Basic
CUST_01285,25,Female,Austin,2023-01-12,Free
CUST_01286,25,Female,Phoenix,2024-01-04,Free
CUST_01287,47,Non-binary,Denver,2023-08-30,Free
CUST_01288,48,Non-binary,New York,2023-05-02,Enterprise
CUST_01289,55,Male,San Diego,2023-11-11,Enterprise
CUST_01290,30,Male,Chicago,2024-02-20,Premium
CUST_01291,29,Male,Seattle,2024-05-29,Enterprise
CUST_01292,23,Male,Portland,2023-11-15,Enterprise
CUST_01293,31,Male,Denver,2023-05-01,Free
CUST_01294,40,Female,Seattle,2023-10-30,Basic
CUST_01295,35,Female,Philadelphia,2023-08-15,Premium
CUST_01296,32,Female,Houston,2023-05-17,Free
CUST_01297,44,Non-binary,San Diego,2023-06-06,Basic
CUST_01298,34,Female,San Diego,2024-01-18,Basic
CUST_01299,35,Female,San Antonio,2024-04-27,Basic
CUST_01300,24,Male,Boston,2024-07-04,Free
CUST_01301,33,Male,Boston,2023-08-12,Premium
CUST_01302,38,Male,Boston,2023-09-11,Enterprise
CUST_01303,55,Male,Seattle,2023-03-25,Free
CUST_01304,38,Male,Dallas,2024-04-02,Basic
CUST_01305,37,Female,Dallas,2024-01-06,Basic
CUST_01306,27,Female,Los Angeles,2023-04-25,Basic
CUST_01307,29,Female,New York,2024-06-01,Premium
CUST_01308,19,Female,Houston,2024-07-03,Premium
CUST_01309,29,Male,Chicago,2023-06-18,Basic
CUST_01310,18,Female,Philadelphia,2024-06-16,Enterprise
CUST_01311,35,Female,San Diego,2023-04-30,Basic
CUST_01312,21,Male,Seattle,2023-07-30,Free
CUST_01313,35,Female,Denver,2024-05-15,Basic
CUST_01314,46,Male,Los Angeles,2024-06-06,Basic
CUST_01315,40,Male,San Diego,2023-02-26,Premium
CUST_01316,31,Male,San Diego,2023-05-16,Enterprise
CUST_01317,30,Female,Dallas,2024-03-01,Free
CUST_01318,45,Male,San Diego,2023-03-01,Enterprise
CUST_01319,43,Male,Dallas,2024-04-18,Premium
CUST_01320,46,Female,Seattle,2023-11-12,Premium
CUST_01321,35,Male,Denver,2023-01-23,Enterprise
CUST_01322,55,Female,San Antonio,2023-09-18,Free
CUST_01323,28,Male,Nashville,2023-01-04,Free
CUST_01324,37,Male,Denver,2023-08-12,Free
CUST_01325,49,Male,Austin,2023-03-16,Free
CUST_01326,44,Male,New York,2024-03-09,Basic
CUST_01327,26,Female,Philadelphia,2023-03-07,Premium
CUST_01328,44,Male,Dallas,2023-03-03,Premium
CUST_01329,49,Female,Portland,2023-03-12,Free
CUST_01330,30,Female,Portland,2024-04-28,Premium
CUST_01331,38,Male,New York,2023-10-21,Free
CUST_01332,66,Female,San Antonio,2023-07-04,Free
CUST_01333,46,Female,Boston,2023-05-19,Premium
CUST_01334,38,Male,Boston,2024-03-06,Basic
CUST_01335,40,Female,Philadelphia,2024-01-27,Premium
CUST_01336,23,Female,San Diego,2024-01-22,Free
CUST_01337,41,Male,San Antonio,2023-03-24,Enterprise
CUST_01338,28,Female,Seattle,2023-05-17,Free
CUST_01339,44,Non-binary,Seattle,2023-12-23,Basic
CUST_01340,57,Male,Los Angeles,2023-07-02,Basic
CUST_01341,27,Male,Dallas,2024-02-07,Premium
CUST_01342,35,Female,Dallas,2023-05-11,Free
CUST_01343,31,Female,Denver,2023-08-17,Basic
CUST_01344,30,Female,Nashville,2023-01-04,Free
CUST_01345,46,Male,Boston,2023-01-24,Premium
CUST_01346,26,Male,Phoenix,2024-04-19,Free
CUST_01347,50,Male,Seattle,2024-03-10,Basic
CUST_01348,45,Female,Dallas,2024-01-24,Basic
CUST_01349,37,Male,Nashville,2023-08-24,Basic
CUST_01350,41,Male,Houston,2024-04-16,Basic
CUST_01351,71,Male,Philadelphia,2023-06-08,Premium
CUST_01352,18,Male,Phoenix,2023-07-13,Free
CUST_01353,36,Male,Portland,2023-04-26,Basic
CUST_01354,43,Female,New York,2024-03-05,Basic
CUST_01355,44,Male,Austin,2023-01-17,Free
CUST_01356,34,Female,Houston,2023-07-31,Free
CUST_01357,55,Male,Los Angeles,2023-04-14,Basic
CUST_01358,45,Male,Austin,2023-02-04,Premium
CUST_01359,41,Male,San Diego,2023-02-19,Premium
CUST_01360,45,Male,Houston,2023-02-15,Free
CUST_01361,27,Male,San Antonio,2024-03-25,Enterprise
CUST_01362,37,Female,Houston,2023-08-11,Basic
CUST_01363,49,Female,Boston,2023-02-27,Enterprise
CUST_01364,48,Male,Chicago,2024-05-30,Free
CUST_01365,45,Female,Phoenix,2023-08-28,Basic
CUST_01366,32,Male,Nashville,2023-11-23,Premium
CUST_01367,28,Male,Austin,2023-11-25,Free
CUST_01368,46,Female,Houston,2023-11-06,Premium
CUST_01369,18,Male,Portland,2023-05-27,Premium
CUST_01370,31,Female,Seattle,2024-06-17,Basic
CUST_01371,44,Female,Houston,2024-02-28,Basic
CUST_01372,48,Male,Phoenix,2023-10-09,Premium
CUST_01373,32,Male,New York,2023-06-29,Basic
CUST_01374,37,Male,Seattle,2024-03-13,Enterprise
CUST_01375,39,Male,Dallas,2024-05-22,Premium
CUST_01376,74,Female,New York,2023-12-19,Free
CUST_01377,30,Female,Seattle,2024-01-26,Free
CUST_01378,29,Male,Boston,2024-06-21,Free
CUST_01379,49,Female,Philadelphia,2024-03-02,Enterprise
CUST_01380,27,Male,San Antonio,2023-06-02,Premium
CUST_01381,28,Female,Phoenix,2024-01-21,Premium
CUST_01382,28,Male,Chicago,2024-07-04,Free
CUST_01383,25,Male,San Diego,2023-09-04,Basic
CUST_01384,46,Male,Nashville,2023-08-19,Basic
CUST_01385,25,Female,Phoenix,2023-05-28,Premium
CUST_01386,32,Male,Boston,2024-04-19,Basic
CUST_01387,31,Female,Portland,2023-03-01,Enterprise
CUST_01388,22,Male,Dallas,2024-02-27,Premium
CUST_01389,54,Female,San Antonio,2024-06-26,Premium
CUST_01390,57,Female,Chicago,2024-02-02,Basic
CUST_01391,43,Female,Houston,2023-09-19,Free
CUST_01392,22,Male,Houston,2023-12-05,Free
CUST_01393,51,Female,Seattle,2023-03-22,Premium
CUST_01394,32,Male,Portland,2024-04-05,Premium
CUST_01395,38,Non-binary,Nashville,2024-01-15,Free
CUST_01396,49,Male,Los Angeles,2024-07-02,Enterprise
CUST_01397,38,Female,Denver,2023-07-15,Premium
CUST_01398,29,Female,New York,2023-10-02,Free
CUST_01399,40,Female,San Antonio,2023-02-10,Premium
CUST_01400,41,Female,Nashville,2023-03-16,Basic
CUST_01401,37,Male,Houston,2023-08-11,Basic
CUST_01402,36,Female,San Diego,2023-08-02,Premium
CUST_01403,30,Female,Nashville,2023-12-07,Basic
CUST_01404,34,Female,Phoenix,2023-01-16,Premium
CUST_01405,25,Male,Houston,2023-07-14,Basic
CUST_01406,54,Male,Denver,2023-05-01,Basic
CUST_01407,23,Male,Denver,2024-05-05,Enterprise
CUST_01408,44,Female,Portland,2023-09-06,Free
CUST_01409,40,Female,Denver,2023-07-29,Basic
CUST_01410,36,Male,San Antonio,2023-09-03,Free
CUST_01411,46,Male,Dallas,2023-11-26,Premium
CUST_01412,32,Male,Boston,2023-10-17,Free
CUST_01413,46,Female,San Antonio,2024-04-22,Premium
CUST_01414,29,Male,Dallas,2024-01-03,Enterprise
CUST_01415,57,Male,Phoenix,2023-09-25,Basic
CUST_01416,38,Female,Philadelphia,2024-06-09,Enterprise
CUST_01417,18,Female,Portland,2024-05-24,Premium
CUST_01418,37,Male,San Diego,2023-04-11,Basic
CUST_01419,65,Male,Boston,2024-04-25,Free
CUST_01420,53,Female,Boston,2023-11-24,Basic
CUST_01421,46,Non-binary,Portland,2023-07-28,Premium
CUST_01422,46,Male,Philadelphia,2023-11-17,Free
CUST_01423,64,Female,San Antonio,2023-02-16,Premium
CUST_01424,43,Male,Austin,2023-08-15,Basic
CUST_01425,47,Non-binary,Denver,2023-05-30,Free
CUST_01426,18,Male,New York,2023-09-25,Premium
CUST_01427,46,Male,Dallas,2024-03-03,Premium
CUST_01428,23,Female,Phoenix,2023-06-06,Enterprise
CUST_01429,36,Female,Houston,2023-12-04,Basic
CUST_01430,33,Male,Houston,2024-01-24,Enterprise
CUST_01431,38,Non-binary,Austin,2023-09-09,Basic
CUST_01432,23,Female,San Diego,2023-12-12,Premium
CUST_01433,45,Female,Phoenix,2024-05-15,Enterprise
CUST_01434,38,Female,Denver,2024-05-17,Basic
CUST_01435,26,Male,San Diego,2023-06-22,Basic
CUST_01436,49,Non-binary,Denver,2023-12-27,Basic
CUST_01437,39,Female,Chicago,2023-05-24,Enterprise
CUST_01438,18,Female,Denver,2024-05-15,Free
CUST_01439,21,Male,Chicago,2023-03-02,Basic
CUST_01440,48,Female,Dallas,2023-02-04,Free
CUST_01441,28,Female,Nashville,2023-03-18,Premium
CUST_01442,50,Female,Nashville,2023-02-19,Enterprise
CUST_01443,42,Female,Boston,2023-01-07,Free
CUST_01444,25,Female,San Antonio,2023-05-21,Basic
CUST_01445,37,Female,Nashville,2023-08-25,Basic
CUST_01446,58,Female,Los Angeles,2023-06-04,Free
CUST_01447,21,Non-binary,New York,2023-08-12,Free
CUST_01448,34,Male,Dallas,2024-04-11,Premium
CUST_01449,34,Male,Philadelphia,2023-03-03,Premium
CUST_01450,39,Female,Austin,2024-05-09,Premium
CUST_01451,42,Female,Seattle,2024-05-14,Free
CUST_01452,43,Non-binary,New York,2023-01-07,Free
CUST_01453,29,Female,Dallas,2024-02-26,Free
CUST_01454,50,Female,New York,2023-01-18,Enterprise
CUST_01455,36,Female,Dallas,2023-10-09,Premium
CUST_01456,65,Male,Dallas,2023-10-21,Premium
CUST_01457,27,Female,New York,2024-05-29,Basic
CUST_01458,35,Male,Nashville,2024-03-16,Basic
CUST_01459,36,Female,Boston,2023-07-03,Premium
CUST_01460,31,Female,Los Angeles,2023-04-09,Enterprise
CUST_01461,28,Male,Dallas,2023-06-02,Basic
CUST_01462,33,Female,Houston,2023-07-16,Basic
CUST_01463,22,Female,Austin,2024-06-23,Free
CUST_01464,40,Female,Phoenix,2023-12-29,Free
CUST_01465,50,Female,Phoenix,2024-02-11,Enterprise
CUST_01466,33,Female,Los Angeles,2024-01-18,Basic
CUST_01467,30,Male,San Antonio,2024-04-15,Premium
CUST_01468,18,Male,Austin,2023-09-07,Premium
CUST_01469,27,Male,Denver,2023-08-20,Free
CUST_01470,39,Female,Phoenix,2023-03-24,Basic
CUST_01471,51,Female,Seattle,2023-02-02,Free
CUST_01472,39,Female,Los Angeles,2024-02-20,Basic
CUST_01473,42,Male,San Antonio,2024-01-22,Free
CUST_01474,41,Male,Dallas,2024-05-02,Basic
CUST_01475,59,Male,New York,2023-01-10,Basic
CUST_01476,73,Female,Denver,2023-06-25,Free
CUST_01477,45,Female,Los Angeles,2024-05-26,Premium
CUST_01478,25,Female,Nashville,2024-03-20,Basic
CUST_01479,21,Female,Seattle,2023-12-06,Basic
CUST_01480,36,Female,Austin,2023-04-08,Premium
CUST_01481,49,Male,Portland,2024-06-24,Basic
CUST_01482,47,Male,Portland,2023-02-13,Premium
CUST_01483,26,Male,Houston,2023-08-05,Basic
CUST_01484,28,Male,Portland,2024-05-01,Free
CUST_01485,18,Male,Phoenix,2023-02-17,Premium
CUST_01486,41,Male,Portland,2023-03-18,Premium
CUST_01487,51,Male,Seattle,2023-10-15,Free
CUST_01488,21,Female,Portland,2023-02-03,Basic
CUST_01489,23,Female,Chicago,2023-11-19,Basic
CUST_01490,20,Female,New York,2023-08-01,Free
CUST_01491,30,Female,Austin,2023-05-28,Premium
CUST_01492,57,Female,Boston,2024-02-12,Basic
CUST_01493,30,Female,Portland,2023-03-20,Premium
CUST_01494,20,Male,Phoenix,2023-06-16,Premium
CUST_01495,38,Female,Austin,2023-09-04,Enterprise
CUST_01496,35,Female,Austin,2024-02-03,Premium
CUST_01497,34,Male,Seattle,2023-12-06,Basic
CUST_01498,28,Female,San Antonio,2023-05-24,Free
CUST_01499,34,Female,Boston,2023-03-22,Free
CUST_01500,30,Non-binary,Dallas,2023-12-21,Premium
CUST_01501,19,Female,New York,2023-04-11,Basic
CUST_01502,40,Female,San Antonio,2023-08-26,Free
CUST_01503,51,Male,Nashville,2023-03-19,Enterprise
CUST_01504,31,Non-binary,Philadelphia,2024-02-11,Basic
CUST_01505,43,Male,Boston,2023-12-01,Free
CUST_01506,41,Non-binary,New York,2023-10-07,Free
CUST_01507,28,Male,Boston,2024-04-06,Free
CUST_01508,33,Male,San Diego,2023-08-22,Premium
CUST_01509,25,Male,Philadelphia,2024-01-20,Free
CUST_01510,34,Non-binary,San Antonio,2023-07-10,Free
CUST_01511,34,Female,Seattle,2024-01-25,Basic
CUST_01512,45,Female,Los Angeles,2023-10-30,Premium
CUST_01513,40,Female,Boston,2023-09-10,Basic
CUST_01514,18,Male,Denver,2023-03-17,Free
CUST_01515,37,Male,Los Angeles,2023-10-02,Basic
CUST_01516,35,Male,Chicago,2024-01-25,Premium
CUST_01517,32,Male,Denver,2023-06-07,Basic
CUST_01518,24,Male,Denver,2024-02-03,Enterprise
CUST_01519,43,Female,Philadelphia,2024-01-05,Basic
CUST_01520,45,Male,Los Angeles,2023-04-04,Free
CUST_01521,27,Female,New York,2023-11-12,Free
CUST_01522,48,Female,San Diego,2024-01-04,Free
CUST_01523,54,Male,Boston,2023-10-04,Enterprise
CUST_01524,22,Female,Los Angeles,2023-05-16,Free
CUST_01525,39,Male,Los Angeles,2023-07-11,Basic
CUST_01526,21,Female,San Antonio,2024-04-04,Basic
CUST_01527,18,Male,Dallas,2024-06-08,Free
CUST_01528,44,Female,San Antonio,2023-04-16,Free
CUST_01529,19,Female,New York,2023-04-02,Basic
CUST_01530,31,Female,Philadelphia,2023-04-06,Free
CUST_01531,29,Male,Austin,2023-11-29,Basic
CUST_01532,31,Male,Nashville,2024-01-30,Basic
CUST_01533,49,Female,New York,2023-10-26,Basic
CUST_01534,49,Female,San Antonio,2024-02-02,Free
CUST_01535,28,Male,Boston,2023-03-28,Free
CUST_01536,39,Male,Denver,2023-09-06,Free
CUST_01537,46,Female,Austin,2024-06-17,Basic
CUST_01538,42,Male,Chicago,2024-01-25,Free
CUST_01539,27,Male,Chicago,2023-05-23,Enterprise
CUST_01540,21,Female,Phoenix,2023-11-05,Free
CUST_01541,41,Female,Phoenix,2024-05-19,Free
CUST_01542,58,Female,Chicago,2023-03-06,Basic
CUST_01543,30,Male,Chicago,2024-03-21,Free
CUST_01544,37,Male,Phoenix,2024-03-07,Premium
CUST_01545,18,Female,Phoenix,2024-05-10,Premium
CUST_01546,34,Female,Boston,2023-03-20,Premium
CUST_01547,33,Female,Philadelphia,2023-09-15,Free
CUST_01548,35,Male,Houston,2024-05-22,Free
CUST_01549,32,Female,Austin,2023-07-20,Premium
CUST_01550,38,Female,San Diego,2023-04-20,Basic
CUST_01551,39,Male,Chicago,2023-11-08,Free
CUST_01552,33,Female,New York,2024-02-10,Basic
CUST_01553,43,Male,Philadelphia,2024-01-25,Basic
CUST_01554,18,Female,Boston,2023-12-04,Premium
CUST_01555,39,Female,San Diego,2023-12-09,Premium
CUST_01556,32,Male,San Antonio,2023-05-20,Basic
CUST_01557,35,Female,Phoenix,2023-11-25,Basic
CUST_01558,45,Male,Austin,2023-07-25,Basic
CUST_01559,44,Male,San Diego,2023-11-18,Basic
CUST_01560,29,Male,Chicago,2024-02-12,Premium
CUST_01561,27,Female,Philadelphia,2023-10-26,Premium
CUST_01562,35,Male,Denver,2024-05-17,Premium
CUST_01563,53,Female,Austin,2023-09-06,Premium
CUST_01564,36,Male,Philadelphia,2024-01-21,Enterprise
CUST_01565,25,Female,Phoenix,2024-02-07,Free
CUST_01566,58,Male,Philadelphia,2023-04-27,Premium
CUST_01567,33,Female,Portland,2023-07-24,Premium
CUST_01568,32,Female,Austin,2023-07-04,Free
CUST_01569,35,Female,Seattle,2023-01-28,Free
CUST_01570,37,Female,Denver,2024-04-17,Basic
CUST_01571,37,Female,Denver,2023-08-03,Free
CUST_01572,30,Female,San Diego,2023-10-26,Enterprise
CUST_01573,38,Female,Nashville,2023-03-12,Premium
CUST_01574,41,Male,Nashville,2024-02-23,Basic
CUST_01575,33,Male,Seattle,2024-05-26,Basic
CUST_01576,29,Female,Chicago,2023-11-07,Free
CUST_01577,60,Female,Houston,2023-09-16,Premium
CUST_01578,52,Male,Seattle,2023-06-07,Basic
CUST_01579,52,Male,Denver,2024-03-09,Free
CUST_01580,28,Male,Boston,2024-01-22,Basic
CUST_01581,42,Male,Los Angeles,2024-04-04,Free
CUST_01582,39,Male,Austin,2024-05-05,Free
CUST_01583,35,Female,Austin,2024-02-15,Enterprise
CUST_01584,22,Female,Dallas,2024-06-02,Enterprise
CUST_01585,45,Female,Portland,2024-03-04,Free
CUST_01586,50,Male,Dallas,2023-02-07,Basic
CUST_01587,35,Male,Boston,2024-01-04,Enterprise
CUST_01588,34,Female,Denver,2024-07-03,Free
CUST_01589,58,Female,Austin,2023-03-29,Basic
CUST_01590,28,Female,Los Angeles,2023-09-12,Free
CUST_01591,29,Female,Seattle,2023-12-30,Premium
CUST_01592,28,Male,Chicago,2023-02-15,Basic
CUST_01593,33,Non-binary,Austin,2024-02-14,Premium
CUST_01594,47,Female,Boston,2023-12-06,Basic
CUST_01595,47,Female,Boston,2024-03-16,Basic
CUST_01596,55,Female,Los Angeles,2023-01-11,Free
CUST_01597,36,Male,Los Angeles,2023-09-22,Free
CUST_01598,50,Male,Houston,2024-06-06,Premium
CUST_01599,37,Non-binary,Denver,2024-06-15,Premium
CUST_01600,38,Male,Dallas,2023-08-15,Basic
CUST_01601,46,Male,San Diego,2024-01-19,Enterprise
CUST_01602,18,Female,San Antonio,2024-04-19,Basic
CUST_01603,30,Female,Boston,2024-05-27,Free
CUST_01604,40,Male,Chicago,2023-12-20,Premium
CUST_01605,26,Female,New York,2024-05-09,Free
CUST_01606,31,Male,Los Angeles,2023-10-30,Premium
CUST_01607,22,Male,San Antonio,2023-03-29,Basic
CUST_01608,41,Female,Los Angeles,2023-05-26,Premium
CUST_01609,33,Female,Philadelphia,2023-11-16,Enterprise
CUST_01610,36,Male,Philadelphia,2024-04-11,Basic
CUST_01611,38,Male,Boston,2023-07-31,Basic
CUST_01612,49,Female,Dallas,2024-05-09,Basic
CUST_01613,39,Male,Philadelphia,2024-05-02,Free
CUST_01614,48,Male,Los Angeles,2024-03-24,Premium
CUST_01615,43,Male,Denver,2024-04-08,Basic
CUST_01616,32,Male,Philadelphia,2023-03-10,Free
CUST_01617,32,Female,Phoenix,2023-02-15,Basic
CUST_01618,39,Female,Boston,2023-04-28,Free
CUST_01619,50,Male,New York,2023-12-18,Free
CUST_01620,44,Female,Seattle,2023-04-22,Free
CUST_01621,42,Male,Seattle,2023-06-18,Basic
CUST_01622,18,Female,Portland,2023-09-07,Premium
CUST_01623,33,Male,Dallas,2023-06-28,Basic
CUST_01624,37,Male,Dallas,2023-06-13,Basic
CUST_01625,35,Male,Philadelphia,2024-03-12,Premium
CUST_01626,31,Female,San Diego,2023-08-26,Free
CUST_01627,38,Male,Boston,2024-02-19,Basic
CUST_01628,39,Male,Seattle,2023-07-08,Enterprise
CUST_01629,40,Female,Chicago,2024-03-18,Premium
CUST_01630,46,Male,San Antonio,2023-01-30,Basic
CUST_01631,43,Female,Denver,2023-07-22,Basic
CUST_01632,23,Male,San Diego,2024-03-15,Free
CUST_01633,43,Female,San Antonio,2023-01-05,Basic
CUST_01634,36,Female,Denver,2023-08-08,Free
CUST_01635,18,Female,Houston,2023-10-13,Enterprise
CUST_01636,34,Female,Boston,2023-03-06,Basic
CUST_01637,44,Non-binary,Austin,2023-04-15,Enterprise
CUST_01638,41,Female,Boston,2024-07-03,Basic
CUST_01639,52,Female,Chicago,2024-01-10,Basic
CUST_01640,70,Male,Philadelphia,2023-07-21,Enterprise
CUST_01641,51,Male,San Diego,2023-04-27,Basic
CUST_01642,18,Female,Phoenix,2024-05-16,Free
CUST_01643,23,Non-binary,Dallas,2023-11-17,Basic
CUST_01644,24,Male,Austin,2024-02-02,Enterprise
CUST_01645,30,Female,Austin,2024-02-06,Free
CUST_01646,39,Male,Austin,2023-04-27,Free
CUST_01647,24,Male,Philadelphia,2023-12-27,Premium
CUST_01648,18,Male,Nashville,2024-04-13,Free
CUST_01649,42,Male,Austin,2023-06-26,Basic
CUST_01650,46,Female,Nashville,2023-11-01,Basic
CUST_01651,26,Male,Portland,2023-03-28,Premium
CUST_01652,45,Male,Seattle,2023-05-18,Basic
CUST_01653,18,Male,Philadelphia,2023-05-01,Basic
CUST_01654,52,Male,Houston,2023-11-09,Basic
CUST_01655,31,Male,Los Angeles,2023-07-07,Premium
CUST_01656,30,Male,Philadelphia,2023-05-25,Free
CUST_01657,30,Male,Dallas,2024-02-02,Basic
CUST_01658,53,Female,San Antonio,2023-05-22,Free
CUST_01659,28,Female,Austin,2024-01-28,Basic
CUST_01660,46,Female,San Antonio,2023-07-10,Enterprise
CUST_01661,20,Male,San Diego,2024-07-04,Free
CUST_01662,18,Female,Denver,2023-06-27,Basic
CUST_01663,21,Female,Dallas,2023-06-20,Premium
CUST_01664,19,Female,San Diego,2023-10-23,Free
CUST_01665,38,Male,Chicago,2023-07-11,Basic
CUST_01666,36,Male,Philadelphia,2024-04-06,Free
CUST_01667,35,Male,Austin,2023-02-24,Premium
CUST_01668,44,Female,Nashville,2024-01-03,Premium
CUST_01669,35,Male,New York,2024-05-11,Basic
CUST_01670,45,Female,Chicago,2023-07-19,Premium
CUST_01671,45,Male,Nashville,2024-01-29,Basic
CUST_01672,46,Female,Dallas,2024-06-01,Enterprise
CUST_01673,52,Male,Seattle,2024-05-21,Free
CUST_01674,39,Female,San Antonio,2024-05-18,Premium
CUST_01675,52,Female,San Antonio,2024-03-30,Basic
CUST_01676,22,Male,San Diego,2023-06-21,Free
CUST_01677,38,Female,Los Angeles,2023-02-01,Premium
CUST_01678,30,Male,Boston,2023-08-14,Basic
CUST_01679,39,Male,Phoenix,2023-02-03,Free
CUST_01680,29,Female,Phoenix,2023-08-19,Premium
CUST_01681,36,Female,Dallas,2023-10-23,Basic
CUST_01682,28,Male,Chicago,2024-04-13,Basic
CUST_01683,54,Female,Austin,2024-05-22,Premium
CUST_01684,42,Female,Dallas,2024-06-07,Premium
CUST_01685,46,Male,Los Angeles,2023-04-27,Premium
CUST_01686,57,Female,Phoenix,2024-01-11,Premium
CUST_01687,26,Male,Dallas,2023-02-12,Free
CUST_01688,61,Male,Boston,2024-03-27,Premium
CUST_01689,28,Male,Dallas,2023-08-12,Premium
CUST_01690,44,Male,San Antonio,2023-04-15,Enterprise
CUST_01691,26,Female,Denver,2023-09-11,Enterprise
CUST_01692,51,Male,Phoenix,2023-02-03,Basic
CUST_01693,24,Male,San Diego,2023-09-27,Free
CUST_01694,35,Male,Philadelphia,2023-03-31,Basic
CUST_01695,51,Non-binary,San Diego,2023-05-01,Basic
CUST_01696,40,Male,Boston,2023-08-31,Premium
CUST_01697,64,Female,Houston,2023-12-26,Basic
CUST_01698,40,Female,Nashville,2024-03-14,Basic
CUST_01699,34,Male,Chicago,2023-05-23,Basic
CUST_01700,18,Male,Boston,2023-07-31,Free
CUST_01701,44,Female,Nashville,2023-07-31,Free
CUST_01702,48,Male,Boston,2023-03-02,Free
CUST_01703,47,Female,Austin,2023-12-26,Premium
CUST_01704,64,Male,Dallas,2023-10-15,Basic
CUST_01705,38,Male,Austin,2023-06-22,Free
CUST_01706,54,Female,Philadelphia,2023-10-27,Basic
CUST_01707,42,Female,Phoenix,2023-10-01,Basic
CUST_01708,69,Female,Nashville,2024-06-10,Enterprise
CUST_01709,38,Female,Portland,2023-04-08,Basic
CUST_01710,40,Female,Chicago,2024-02-26,Basic
CUST_01711,48,Male,Portland,2023-03-02,Premium
CUST_01712,44,Female,Phoenix,2023-05-10,Premium
CUST_01713,58,Male,Denver,2023-05-16,Free
CUST_01714,21,Male,Houston,2023-05-30,Free
CUST_01715,56,Female,Denver,2023-11-26,Premium
CUST_01716,36,Male,Nashville,2023-09-11,Basic
CUST_01717,41,Female,Boston,2024-02-07,Enterprise
CUST_01718,36,Female,San Diego,2023-05-26,Basic
CUST_01719,24,Male,Austin,2023-10-03,Premium
CUST_01720,40,Female,Seattle,2024-02-29,Free
CUST_01721,30,Female,San Antonio,2024-04-07,Free
CUST_01722,27,Male,Los Angeles,2023-04-06,Basic
CUST_01723,44,Male,San Antonio,2024-06-11,Premium
CUST_01724,43,Male,Denver,2023-10-12,Basic
CUST_01725,47,Male,Denver,2024-01-13,Premium
CUST_01726,36,Female,San Diego,2024-05-14,Free
CUST_01727,56,Female,Philadelphia,2023-01-03,Basic
CUST_01728,28,Male,Nashville,2023-04-06,Premium
CUST_01729,60,Male,Denver,2024-04-14,Basic
CUST_01730,51,Female,Seattle,2024-01-02,Basic
CUST_01731,32,Female,Nashville,2023-03-06,Free
CUST_01732,37,Male,Boston,2024-07-01,Enterprise
CUST_01733,38,Female,San Antonio,2023-08-12,Free
CUST_01734,60,Female,San Antonio,2023-08-05,Free
CUST_01735,28,Male,San Diego,2023-10-02,Free
CUST_01736,46,Male,Philadelphia,2023-10-18,Free
CUST_01737,36,Male,Philadelphia,2023-05-14,Basic
CUST_01738,39,Male,Austin,2024-05-11,Basic
CUST_01739,56,Male,Boston,2023-12-18,Premium
CUST_01740,36,Female,Portland,2023-02-19,Free
CUST_01741,33,Male,New York,2023-04-12,Premium
CUST_01742,36,Female,Seattle,2024-04-15,Premium
CUST_01743,49,Female,New York,2023-05-08,Basic
CUST_01744,37,Female,Portland,2023-06-11,Basic
CUST_01745,37,Male,San Diego,2024-04-12,Free
CUST_01746,50,Female,New York,2024-03-14,Free
CUST_01747,18,Male,Houston,2023-05-16,Free
CUST_01748,34,Male,Portland,2023-11-06,Free
CUST_01749,31,Male,Chicago,2023-10-08,Free
CUST_01750,65,Female,Los Angeles,2024-01-05,Basic
CUST_01751,33,Male,Phoenix,2023-03-26,Basic
CUST_01752,49,Male,Philadelphia,2023-06-19,Premium
CUST_01753,32,Male,New York,2024-02-10,Basic
CUST_01754,38,Female,Seattle,2023-11-09,Basic
CUST_01755,52,Female,Denver,2023-08-28,Basic
CUST_01756,44,Female,San Antonio,2023-04-04,Free
CUST_01757,47,Male,Denver,2023-04-08,Enterprise
CUST_01758,41,Male,New York,2023-08-07,Basic
CUST_01759,35,Female,San Diego,2023-03-21,Free
CUST_01760,28,Male,Chicago,2023-08-20,Basic
CUST_01761,53,Male,Dallas,2024-03-31,Free
CUST_01762,30,Female,New York,2023-01-09,Premium
CUST_01763,18,Male,Denver,2023-12-18,Free
CUST_01764,69,Male,Nashville,2023-05-04,Basic
