ticket_id,customer_id,ticket_date,issue_type,status,resolution_days
TKT_0002668,CUST_01481,2024-08-31,Account Issue,Resolved,6.0
TKT_0002669,CUST_01481,2024-10-20,Return Request,Resolved,4.0
TKT_0002670,CUST_01481,2024-09-03,Product Quality,Resolved,7.0
TKT_0002671,CUST_01482,2024-12-06,Shipping Delay,Pending,
TKT_0002672,CUST_01483,2024-05-23,Technical Problem,Resolved,7.0
TKT_0002673,CUST_01484,2024-11-21,Billing,Pending,
TKT_0002674,CUST_01484,2024-09-27,Account Issue,Resolved,1.0
TKT_0002675,CUST_01484,2024-07-23,Billing,Resolved,1.0
TKT_0002676,CUST_01484,2024-06-01,Account Issue,Resolved,6.0
TKT_0002677,CUST_01486,2024-05-01,Shipping Delay,Resolved,4.0
TKT_0002678,CUST_01487,2024-12-17,Account Issue,Open,
TKT_0002679,CUST_01487,2024-03-12,Product Quality,Resolved,3.0
TKT_0002680,CUST_01487,2024-02-22,Billing,Open,
TKT_0002681,CUST_01488,2024-05-02,Return Request,Resolved,4.0
TKT_0002682,CUST_01489,2024-10-15,Billing,Resolved,1.0
TKT_0002683,CUST_01489,2024-04-04,Account Issue,Resolved,1.0
TKT_0002684,CUST_01490,2023-10-01,Shipping Delay,Pending,
TKT_0002685,CUST_01490,2024-10-29,Account Issue,Resolved,1.0
TKT_0002686,CUST_01490,2024-10-05,Shipping Delay,Resolved,1.0
TKT_0002687,CUST_01491,2023-07-25,Technical Problem,Resolved,2.0
TKT_0002688,CUST_01492,2024-12-11,General Inquiry,Resolved,3.0
TKT_0002689,CUST_01492,2024-09-09,Technical Problem,Pending,
TKT_0002690,CUST_01492,2024-11-16,Return Request,Resolved,5.0
TKT_0002691,CUST_01493,2024-03-11,Shipping Delay,Resolved,6.0
TKT_0002692,CUST_01493,2024-10-16,Account Issue,Resolved,3.0
TKT_0002693,CUST_01494,2024-12-03,Account Issue,Resolved,1.0
TKT_0002694,CUST_01495,2024-06-22,General Inquiry,Resolved,2.0
TKT_0002695,CUST_01496,2024-09-19,General Inquiry,Resolved,6.0
TKT_0002696,CUST_01497,2024-10-01,General Inquiry,Open,
TKT_0002697,CUST_01497,2024-11-21,Technical Problem,Resolved,1.0
TKT_0002698,CUST_01497,2024-07-24,Return Request,Resolved,5.0
TKT_0002699,CUST_01498,2023-06-06,Billing,Resolved,3.0
TKT_0002700,CUST_01498,2024-12-28,General Inquiry,Resolved,3.0
TKT_0002701,CUST_01498,2024-05-06,Shipping Delay,Resolved,1.0
TKT_0002702,CUST_01498,2023-09-16,Billing,Resolved,4.0
TKT_0002703,CUST_01499,2023-10-31,Technical Problem,Resolved,7.0
TKT_0002704,CUST_01499,2024-06-30,General Inquiry,Open,
TKT_0002705,CUST_01499,2024-06-01,Return Request,Pending,
TKT_0002706,CUST_01499,2023-07-01,Billing,Pending,
TKT_0002707,CUST_01500,2024-09-29,General Inquiry,Resolved,1.0
TKT_0002708,CUST_01501,2024-01-13,Account Issue,Resolved,1.0
TKT_0002709,CUST_01502,2023-08-27,Technical Problem,Resolved,1.0
TKT_0002710,CUST_01502,2024-09-28,Product Quality,Open,
TKT_0002711,CUST_01502,2023-10-13,Shipping Delay,Resolved,6.0
TKT_0002712,CUST_01504,2024-04-06,Product Quality,Resolved,2.0
TKT_0002713,CUST_01504,2024-12-05,Account Issue,Resolved,4.0
TKT_0002714,CUST_01504,2024-08-07,Return Request,Resolved,4.0
TKT_0002715,CUST_01505,2024-05-10,Product Quality,Resolved,7.0
TKT_0002716,CUST_01505,2024-10-29,Return Request,Resolved,5.0
TKT_0002717,CUST_01506,2024-11-04,Product Quality,Open,
TKT_0002718,CUST_01506,2024-12-16,Return Request,Resolved,2.0
TKT_0002719,CUST_01507,2024-12-26,Shipping Delay,Open,
TKT_0002720,CUST_01507,2024-09-19,Product Quality,Pending,
TKT_0002721,CUST_01507,2024-07-25,Shipping Delay,Open,
TKT_0002722,CUST_01507,2024-06-08,Product Quality,Open,
TKT_0002723,CUST_01509,2024-12-09,Product Quality,Open,
TKT_0002724,CUST_01509,2024-06-01,Billing,Resolved,3.0
TKT_0002725,CUST_01510,2023-10-26,Billing,Resolved,7.0
TKT_0002726,CUST_01510,2024-02-02,Product Quality,Open,
TKT_0002727,CUST_01510,2023-12-20,General Inquiry,Resolved,5.0
TKT_0002728,CUST_01510,2023-07-15,General Inquiry,Pending,
TKT_0002729,CUST_01510,2024-08-02,General Inquiry,Resolved,1.0
TKT_0002730,CUST_01512,2024-12-12,Return Request,Resolved,7.0
TKT_0002731,CUST_01512,2023-12-09,Return Request,Resolved,6.0
TKT_0002732,CUST_01513,2023-12-29,Technical Problem,Resolved,6.0
TKT_0002733,CUST_01513,2023-09-10,Billing,Resolved,6.0
TKT_0002734,CUST_01514,2023-10-01,Technical Problem,Resolved,1.0
TKT_0002735,CUST_01514,2023-07-23,Shipping Delay,Pending,
TKT_0002736,CUST_01514,2024-10-13,Technical Problem,Resolved,3.0
TKT_0002737,CUST_01514,2023-11-03,Product Quality,Resolved,2.0
TKT_0002738,CUST_01514,2023-04-01,General Inquiry,Resolved,4.0
TKT_0002739,CUST_01515,2024-08-06,Product Quality,Resolved,1.0
TKT_0002740,CUST_01515,2024-03-03,Billing,Resolved,3.0
TKT_0002741,CUST_01517,2024-06-11,General Inquiry,Open,
TKT_0002742,CUST_01519,2024-06-29,Product Quality,Resolved,5.0
TKT_0002743,CUST_01519,2024-10-12,Technical Problem,Resolved,5.0
TKT_0002744,CUST_01520,2024-10-03,Product Quality,Resolved,5.0
TKT_0002745,CUST_01520,2024-08-04,Return Request,Open,
TKT_0002746,CUST_01520,2024-07-06,Account Issue,Open,
TKT_0002747,CUST_01520,2024-05-11,Shipping Delay,Resolved,7.0
TKT_0002748,CUST_01521,2024-05-24,Product Quality,Pending,
TKT_0002749,CUST_01521,2024-10-11,Account Issue,Pending,
TKT_0002750,CUST_01521,2023-12-20,Shipping Delay,Open,
TKT_0002751,CUST_01522,2024-03-14,Billing,Resolved,1.0
TKT_0002752,CUST_01522,2024-06-18,Account Issue,Open,
TKT_0002753,CUST_01522,2024-11-08,Billing,Open,
TKT_0002754,CUST_01522,2024-02-28,Product Quality,Resolved,7.0
TKT_0002755,CUST_01522,2024-05-01,Billing,Resolved,6.0
TKT_0002756,CUST_01523,2024-06-28,Technical Problem,Resolved,4.0
TKT_0002757,CUST_01524,2024-12-22,Product Quality,Open,
TKT_0002758,CUST_01524,2024-03-18,Product Quality,Pending,
TKT_0002759,CUST_01525,2024-11-14,Technical Problem,Resolved,3.0
TKT_0002760,CUST_01525,2024-11-02,Shipping Delay,Resolved,5.0
TKT_0002761,CUST_01525,2024-02-01,Technical Problem,Resolved,4.0
TKT_0002762,CUST_01526,2024-05-06,General Inquiry,Resolved,2.0
TKT_0002763,CUST_01526,2024-11-23,General Inquiry,Resolved,2.0
TKT_0002764,CUST_01526,2024-06-01,Product Quality,Resolved,7.0
TKT_0002765,CUST_01527,2024-07-31,Account Issue,Resolved,2.0
TKT_0002766,CUST_01527,2024-07-12,Product Quality,Resolved,5.0
TKT_0002767,CUST_01527,2024-10-02,Billing,Resolved,6.0
TKT_0002768,CUST_01527,2024-07-19,Product Quality,Resolved,7.0
TKT_0002769,CUST_01527,2024-06-11,Account Issue,Resolved,7.0
TKT_0002770,CUST_01528,2024-12-14,Billing,Resolved,2.0
TKT_0002771,CUST_01528,2023-07-01,Billing,Resolved,6.0
TKT_0002772,CUST_01528,2024-08-12,Account Issue,Resolved,3.0
TKT_0002773,CUST_01528,2024-02-28,Billing,Resolved,1.0
TKT_0002774,CUST_01529,2024-09-20,General Inquiry,Resolved,4.0
TKT_0002775,CUST_01529,2024-09-08,General Inquiry,Resolved,4.0
TKT_0002776,CUST_01529,2024-04-06,Technical Problem,Pending,
TKT_0002777,CUST_01530,2023-09-18,Shipping Delay,Resolved,7.0
TKT_0002778,CUST_01530,2024-07-22,Account Issue,Resolved,3.0
TKT_0002779,CUST_01530,2023-12-26,Account Issue,Open,
TKT_0002780,CUST_01530,2024-08-11,Account Issue,Pending,
TKT_0002781,CUST_01531,2024-12-14,General Inquiry,Resolved,3.0
TKT_0002782,CUST_01531,2024-10-22,Account Issue,Resolved,5.0
TKT_0002783,CUST_01531,2024-11-04,General Inquiry,Resolved,5.0
TKT_0002784,CUST_01531,2024-10-09,Return Request,Resolved,6.0
TKT_0002785,CUST_01532,2024-04-06,Product Quality,Resolved,4.0
TKT_0002786,CUST_01534,2024-06-13,Shipping Delay,Pending,
TKT_0002787,CUST_01534,2024-05-13,Shipping Delay,Pending,
TKT_0002788,CUST_01534,2024-12-30,Account Issue,Open,
TKT_0002789,CUST_01535,2024-02-11,Billing,Resolved,4.0
TKT_0002790,CUST_01535,2024-10-07,Product Quality,Resolved,7.0
TKT_0002791,CUST_01535,2024-01-17,General Inquiry,Resolved,7.0
TKT_0002792,CUST_01536,2024-07-28,Return Request,Open,
TKT_0002793,CUST_01536,2023-10-06,Billing,Resolved,3.0
TKT_0002794,CUST_01536,2024-08-08,Product Quality,Open,
TKT_0002795,CUST_01537,2024-10-08,Technical Problem,Resolved,1.0
TKT_0002796,CUST_01537,2024-06-29,Return Request,Resolved,6.0
TKT_0002797,CUST_01538,2024-05-23,Product Quality,Resolved,1.0
TKT_0002798,CUST_01538,2024-11-02,Billing,Resolved,4.0
TKT_0002799,CUST_01540,2024-07-22,Return Request,Pending,
TKT_0002800,CUST_01540,2024-08-15,Billing,Resolved,6.0
TKT_0002801,CUST_01540,2024-09-28,Technical Problem,Resolved,5.0
TKT_0002802,CUST_01540,2024-08-04,Account Issue,Resolved,3.0
TKT_0002803,CUST_01541,2024-11-14,Account Issue,Resolved,1.0
TKT_0002804,CUST_01541,2024-07-27,Account Issue,Resolved,4.0
TKT_0002805,CUST_01543,2024-10-01,Billing,Open,
TKT_0002806,CUST_01544,2024-06-13,General Inquiry,Resolved,1.0
TKT_0002807,CUST_01544,2024-03-07,General Inquiry,Resolved,7.0
TKT_0002808,CUST_01545,2024-05-26,Technical Problem,Resolved,3.0
TKT_0002809,CUST_01545,2024-05-12,Technical Problem,Resolved,4.0
TKT_0002810,CUST_01547,2023-11-01,Shipping Delay,Open,
TKT_0002811,CUST_01547,2024-04-04,General Inquiry,Resolved,4.0
TKT_0002812,CUST_01547,2024-06-21,Product Quality,Resolved,2.0
TKT_0002813,CUST_01548,2024-10-07,Product Quality,Resolved,6.0
TKT_0002814,CUST_01548,2024-09-12,Return Request,Resolved,6.0
TKT_0002815,CUST_01548,2024-07-26,Billing,Resolved,3.0
TKT_0002816,CUST_01548,2024-10-02,Account Issue,Pending,
TKT_0002817,CUST_01548,2024-09-25,Account Issue,Resolved,1.0
TKT_0002818,CUST_01548,2024-10-19,Billing,Resolved,7.0
TKT_0002819,CUST_01549,2024-02-24,General Inquiry,Resolved,6.0
TKT_0002820,CUST_01549,2024-07-19,Shipping Delay,Resolved,3.0
TKT_0002821,CUST_01551,2023-11-28,Account Issue,Resolved,5.0
TKT_0002822,CUST_01551,2024-01-30,Shipping Delay,Open,
TKT_0002823,CUST_01551,2024-06-24,Billing,Resolved,6.0
TKT_0002824,CUST_01552,2024-11-16,General Inquiry,Resolved,5.0
TKT_0002825,CUST_01553,2024-12-18,Technical Problem,Resolved,6.0
TKT_0002826,CUST_01554,2024-02-18,Shipping Delay,Resolved,5.0
TKT_0002827,CUST_01554,2024-11-21,Return Request,Resolved,4.0
TKT_0002828,CUST_01556,2024-04-10,Billing,Resolved,3.0
TKT_0002829,CUST_01556,2023-12-24,Account Issue,Resolved,5.0
TKT_0002830,CUST_01557,2024-06-14,Account Issue,Resolved,5.0
TKT_0002831,CUST_01558,2023-11-02,Technical Problem,Resolved,5.0
TKT_0002832,CUST_01558,2024-10-30,Return Request,Resolved,6.0
TKT_0002833,CUST_01559,2024-05-11,General Inquiry,Resolved,5.0
TKT_0002834,CUST_01559,2024-03-19,General Inquiry,Resolved,3.0
TKT_0002835,CUST_01560,2024-04-26,Shipping Delay,Resolved,5.0
TKT_0002836,CUST_01561,2024-01-19,Technical Problem,Resolved,5.0
TKT_0002837,CUST_01562,2024-10-08,General Inquiry,Resolved,4.0
TKT_0002838,CUST_01563,2023-11-28,Return Request,Pending,
TKT_0002839,CUST_01563,2024-06-29,Technical Problem,Resolved,1.0
TKT_0002840,CUST_01564,2024-11-04,Return Request,Resolved,6.0
TKT_0002841,CUST_01565,2024-11-18,Product Quality,Resolved,7.0
TKT_0002842,CUST_01565,2024-04-03,Billing,Resolved,1.0
TKT_0002843,CUST_01565,2024-06-24,Product Quality,Resolved,5.0
TKT_0002844,CUST_01566,2024-07-14,Product Quality,Pending,
TKT_0002845,CUST_01568,2024-09-13,Product Quality,Resolved,5.0
TKT_0002846,CUST_01568,2023-12-14,Account Issue,Pending,
TKT_0002847,CUST_01568,2024-04-29,Product Quality,Resolved,6.0
TKT_0002848,CUST_01568,2023-10-17,Shipping Delay,Resolved,2.0
TKT_0002849,CUST_01568,2023-09-29,Return Request,Pending,
TKT_0002850,CUST_01568,2024-02-13,Shipping Delay,Resolved,5.0
TKT_0002851,CUST_01568,2024-12-02,Product Quality,Open,
TKT_0002852,CUST_01569,2023-03-08,Shipping Delay,Resolved,2.0
TKT_0002853,CUST_01569,2023-01-28,Product Quality,Resolved,7.0
TKT_0002854,CUST_01569,2023-02-01,Product Quality,Open,
TKT_0002855,CUST_01570,2024-12-07,General Inquiry,Resolved,1.0
TKT_0002856,CUST_01571,2023-12-18,Billing,Resolved,4.0
TKT_0002857,CUST_01571,2024-10-17,Account Issue,Resolved,7.0
TKT_0002858,CUST_01571,2024-08-17,Shipping Delay,Pending,
TKT_0002859,CUST_01572,2024-07-06,Billing,Pending,
TKT_0002860,CUST_01573,2024-10-22,Product Quality,Resolved,2.0
TKT_0002861,CUST_01573,2024-05-21,General Inquiry,Resolved,5.0
TKT_0002862,CUST_01574,2024-07-24,Shipping Delay,Resolved,5.0
TKT_0002863,CUST_01574,2024-05-05,General Inquiry,Resolved,4.0
TKT_0002864,CUST_01575,2024-07-06,Technical Problem,Pending,
TKT_0002865,CUST_01575,2024-12-14,General Inquiry,Resolved,6.0
TKT_0002866,CUST_01576,2024-09-08,Account Issue,Resolved,5.0
TKT_0002867,CUST_01576,2024-08-05,Product Quality,Resolved,3.0
TKT_0002868,CUST_01576,2024-12-17,Shipping Delay,Resolved,2.0
TKT_0002869,CUST_01576,2024-06-27,Product Quality,Pending,
TKT_0002870,CUST_01578,2023-11-26,Account Issue,Resolved,7.0
TKT_0002871,CUST_01578,2024-06-17,Billing,Resolved,6.0
TKT_0002872,CUST_01579,2024-04-01,Product Quality,Pending,
TKT_0002873,CUST_01579,2024-07-19,General Inquiry,Resolved,6.0
TKT_0002874,CUST_01579,2024-12-21,Shipping Delay,Open,
TKT_0002875,CUST_01581,2024-05-26,Return Request,Resolved,2.0
TKT_0002876,CUST_01581,2024-08-20,Return Request,Resolved,6.0
TKT_0002877,CUST_01581,2024-08-31,Billing,Resolved,5.0
TKT_0002878,CUST_01582,2024-11-06,Product Quality,Resolved,7.0
TKT_0002879,CUST_01582,2024-12-10,General Inquiry,Resolved,4.0
TKT_0002880,CUST_01582,2024-11-02,Billing,Resolved,5.0
TKT_0002881,CUST_01585,2024-07-29,Shipping Delay,Resolved,1.0
TKT_0002882,CUST_01585,2024-04-03,Account Issue,Resolved,6.0
TKT_0002883,CUST_01585,2024-11-29,Shipping Delay,Resolved,7.0
TKT_0002884,CUST_01586,2024-07-24,Technical Problem,Resolved,2.0
TKT_0002885,CUST_01586,2024-05-19,Technical Problem,Pending,
TKT_0002886,CUST_01586,2024-09-07,General Inquiry,Pending,
TKT_0002887,CUST_01588,2024-07-31,Billing,Pending,
TKT_0002888,CUST_01589,2024-11-12,General Inquiry,Resolved,5.0
TKT_0002889,CUST_01589,2024-10-24,Account Issue,Resolved,2.0
TKT_0002890,CUST_01590,2024-02-13,Shipping Delay,Resolved,1.0
TKT_0002891,CUST_01590,2024-03-10,Shipping Delay,Resolved,5.0
TKT_0002892,CUST_01590,2024-11-07,Product Quality,Open,
TKT_0002893,CUST_01590,2024-05-31,Billing,Resolved,7.0
TKT_0002894,CUST_01591,2024-09-05,Shipping Delay,Resolved,7.0
TKT_0002895,CUST_01591,2024-05-18,General Inquiry,Resolved,2.0
TKT_0002896,CUST_01592,2024-08-26,Account Issue,Open,
TKT_0002897,CUST_01592,2023-08-03,General Inquiry,Resolved,6.0
TKT_0002898,CUST_01593,2024-08-16,Product Quality,Resolved,5.0
TKT_0002899,CUST_01594,2024-12-20,Technical Problem,Resolved,4.0
TKT_0002900,CUST_01594,2024-03-18,General Inquiry,Resolved,3.0
TKT_0002901,CUST_01595,2024-04-22,Account Issue,Resolved,1.0
TKT_0002902,CUST_01596,2024-05-24,Billing,Resolved,1.0
TKT_0002903,CUST_01596,2024-02-18,Billing,Resolved,4.0
TKT_0002904,CUST_01596,2023-08-26,Product Quality,Open,
TKT_0002905,CUST_01597,2023-11-06,Billing,Pending,
TKT_0002906,CUST_01597,2024-02-26,Account Issue,Resolved,1.0
TKT_0002907,CUST_01597,2024-11-12,Billing,Pending,
TKT_0002908,CUST_01597,2024-05-09,Shipping Delay,Resolved,5.0
TKT_0002909,CUST_01599,2024-12-23,Return Request,Resolved,3.0
TKT_0002910,CUST_01599,2024-12-08,General Inquiry,Resolved,1.0
TKT_0002911,CUST_01602,2024-08-31,Return Request,Resolved,3.0
TKT_0002912,CUST_01602,2024-12-24,Shipping Delay,Open,
TKT_0002913,CUST_01602,2024-08-21,General Inquiry,Resolved,6.0
TKT_0002914,CUST_01602,2024-07-14,General Inquiry,Resolved,3.0
TKT_0002915,CUST_01603,2024-09-18,Shipping Delay,Resolved,7.0
TKT_0002916,CUST_01603,2024-08-05,Account Issue,Resolved,4.0
TKT_0002917,CUST_01603,2024-12-29,Product Quality,Resolved,6.0
TKT_0002918,CUST_01603,2024-05-30,Product Quality,Resolved,1.0
TKT_0002919,CUST_01603,2024-10-14,Billing,Resolved,6.0
TKT_0002920,CUST_01604,2024-04-03,Shipping Delay,Pending,
TKT_0002921,CUST_01605,2024-05-09,Account Issue,Resolved,6.0
TKT_0002922,CUST_01605,2024-12-16,Billing,Resolved,5.0
TKT_0002923,CUST_01605,2024-08-27,Billing,Resolved,3.0
TKT_0002924,CUST_01605,2024-05-10,Product Quality,Resolved,4.0
TKT_0002925,CUST_01605,2024-07-23,General Inquiry,Open,
TKT_0002926,CUST_01606,2023-11-14,Return Request,Resolved,7.0
TKT_0002927,CUST_01607,2024-03-05,Billing,Resolved,6.0
TKT_0002928,CUST_01607,2024-12-19,Product Quality,Open,
TKT_0002929,CUST_01608,2024-11-24,Technical Problem,Resolved,7.0
TKT_0002930,CUST_01610,2024-08-09,Product Quality,Pending,
TKT_0002931,CUST_01610,2024-08-12,Technical Problem,Pending,
TKT_0002932,CUST_01611,2023-11-08,Technical Problem,Resolved,6.0
TKT_0002933,CUST_01611,2024-07-24,Billing,Resolved,5.0
TKT_0002934,CUST_01612,2024-09-17,Shipping Delay,Resolved,3.0
TKT_0002935,CUST_01612,2024-06-05,General Inquiry,Resolved,7.0
TKT_0002936,CUST_01613,2024-07-17,Shipping Delay,Resolved,2.0
TKT_0002937,CUST_01613,2024-10-13,Shipping Delay,Resolved,7.0
TKT_0002938,CUST_01613,2024-11-25,Product Quality,Resolved,3.0
TKT_0002939,CUST_01614,2024-10-17,Account Issue,Resolved,3.0
TKT_0002940,CUST_01614,2024-09-06,Return Request,Resolved,2.0
TKT_0002941,CUST_01614,2024-06-06,Billing,Resolved,6.0
TKT_0002942,CUST_01616,2023-03-28,Return Request,Resolved,4.0
TKT_0002943,CUST_01616,2023-06-01,Return Request,Resolved,4.0
TKT_0002944,CUST_01616,2023-09-26,Product Quality,Pending,
TKT_0002945,CUST_01617,2024-08-25,Account Issue,Resolved,3.0
TKT_0002946,CUST_01617,2024-05-09,General Inquiry,Resolved,4.0
TKT_0002947,CUST_01618,2024-10-30,Shipping Delay,Resolved,4.0
TKT_0002948,CUST_01619,2024-04-27,Billing,Resolved,3.0
TKT_0002949,CUST_01619,2024-03-31,Return Request,Pending,
TKT_0002950,CUST_01620,2023-09-14,Return Request,Resolved,4.0
TKT_0002951,CUST_01620,2024-04-04,Shipping Delay,Resolved,3.0
TKT_0002952,CUST_01620,2024-08-25,General Inquiry,Resolved,7.0
TKT_0002953,CUST_01620,2023-06-02,Account Issue,Resolved,3.0
TKT_0002954,CUST_01620,2024-01-26,Billing,Resolved,2.0
TKT_0002955,CUST_01621,2024-09-11,General Inquiry,Resolved,1.0
TKT_0002956,CUST_01622,2024-10-06,General Inquiry,Resolved,2.0
TKT_0002957,CUST_01622,2024-07-12,Account Issue,Resolved,3.0
TKT_0002958,CUST_01624,2024-10-18,Shipping Delay,Resolved,6.0
TKT_0002959,CUST_01624,2024-01-15,Technical Problem,Resolved,2.0
TKT_0002960,CUST_01626,2024-10-26,Account Issue,Resolved,2.0
TKT_0002961,CUST_01626,2024-10-06,Account Issue,Pending,
TKT_0002962,CUST_01626,2023-09-05,Billing,Resolved,6.0
TKT_0002963,CUST_01626,2023-10-03,Product Quality,Pending,
TKT_0002964,CUST_01626,2023-09-13,Account Issue,Resolved,5.0
TKT_0002965,CUST_01627,2024-10-27,Technical Problem,Resolved,6.0
TKT_0002966,CUST_01627,2024-12-26,Billing,Resolved,7.0
TKT_0002967,CUST_01629,2024-05-17,Billing,Resolved,1.0
TKT_0002968,CUST_01629,2024-07-05,Billing,Resolved,3.0
TKT_0002969,CUST_01630,2023-02-22,Billing,Resolved,7.0
TKT_0002970,CUST_01632,2024-03-22,Shipping Delay,Open,
TKT_0002971,CUST_01632,2024-10-22,General Inquiry,Open,
TKT_0002972,CUST_01632,2024-09-15,Billing,Resolved,5.0
TKT_0002973,CUST_01633,2023-03-12,Product Quality,Resolved,5.0
TKT_0002974,CUST_01633,2023-10-03,Billing,Resolved,4.0
TKT_0002975,CUST_01634,2024-12-16,Shipping Delay,Resolved,6.0
TKT_0002976,CUST_01634,2024-01-28,Return Request,Open,
TKT_0002977,CUST_01634,2024-03-06,Shipping Delay,Resolved,3.0
TKT_0002978,CUST_01634,2024-04-15,Return Request,Open,
TKT_0002979,CUST_01634,2024-03-21,Product Quality,Resolved,6.0
TKT_0002980,CUST_01635,2023-12-18,Shipping Delay,Resolved,2.0
TKT_0002981,CUST_01635,2024-04-25,Return Request,Resolved,5.0
TKT_0002982,CUST_01636,2024-11-01,Account Issue,Resolved,7.0
TKT_0002983,CUST_01636,2023-03-06,Billing,Resolved,1.0
TKT_0002984,CUST_01638,2024-09-17,Shipping Delay,Resolved,4.0
TKT_0002985,CUST_01638,2024-07-16,General Inquiry,Resolved,4.0
TKT_0002986,CUST_01639,2024-02-14,Technical Problem,Resolved,4.0
TKT_0002987,CUST_01639,2024-07-28,Technical Problem,Resolved,1.0
TKT_0002988,CUST_01641,2023-05-10,Account Issue,Resolved,7.0
TKT_0002989,CUST_01641,2024-03-05,Shipping Delay,Resolved,3.0
TKT_0002990,CUST_01641,2024-04-17,General Inquiry,Pending,
TKT_0002991,CUST_01642,2024-12-19,Product Quality,Pending,
TKT_0002992,CUST_01642,2024-12-31,Shipping Delay,Resolved,4.0
TKT_0002993,CUST_01643,2024-06-03,Technical Problem,Resolved,6.0
TKT_0002994,CUST_01643,2024-04-11,Return Request,Resolved,2.0
TKT_0002995,CUST_01643,2023-12-28,Billing,Resolved,6.0
TKT_0002996,CUST_01645,2024-03-19,Billing,Resolved,5.0
TKT_0002997,CUST_01646,2024-11-16,Billing,Open,
TKT_0002998,CUST_01646,2023-11-21,Shipping Delay,Resolved,1.0
TKT_0002999,CUST_01646,2024-09-26,Product Quality,Resolved,2.0
TKT_0003000,CUST_01647,2024-05-30,Technical Problem,Resolved,4.0
TKT_0003001,CUST_01648,2024-12-26,Product Quality,Resolved,2.0
TKT_0003002,CUST_01648,2024-05-10,Shipping Delay,Pending,
TKT_0003003,CUST_01648,2024-12-07,Product Quality,Pending,
TKT_0003004,CUST_01648,2024-05-07,General Inquiry,Resolved,3.0
TKT_0003005,CUST_01652,2023-08-27,Account Issue,Resolved,6.0
TKT_0003006,CUST_01652,2023-10-24,Shipping Delay,Resolved,4.0
TKT_0003007,CUST_01652,2024-06-30,Product Quality,Resolved,4.0
TKT_0003008,CUST_01654,2024-11-22,Billing,Pending,
TKT_0003009,CUST_01654,2024-03-26,Technical Problem,Resolved,7.0
TKT_0003010,CUST_01654,2024-07-26,Product Quality,Resolved,3.0
TKT_0003011,CUST_01656,2024-08-20,Billing,Open,
TKT_0003012,CUST_01657,2024-06-03,Shipping Delay,Pending,
TKT_0003013,CUST_01657,2024-04-17,General Inquiry,Resolved,6.0
TKT_0003014,CUST_01658,2024-04-22,Shipping Delay,Resolved,3.0
TKT_0003015,CUST_01658,2023-09-28,Product Quality,Pending,
TKT_0003016,CUST_01658,2024-07-23,General Inquiry,Pending,
TKT_0003017,CUST_01658,2024-02-01,Account Issue,Resolved,2.0
TKT_0003018,CUST_01659,2024-05-15,General Inquiry,Resolved,5.0
TKT_0003019,CUST_01659,2024-06-26,Technical Problem,Pending,
TKT_0003020,CUST_01661,2024-08-07,Account Issue,Resolved,2.0
TKT_0003021,CUST_01661,2024-09-08,Return Request,Resolved,2.0
TKT_0003022,CUST_01661,2024-12-23,Account Issue,Resolved,7.0
TKT_0003023,CUST_01661,2024-11-20,Account Issue,Resolved,7.0
TKT_0003024,CUST_01661,2024-10-16,Account Issue,Resolved,7.0
TKT_0003025,CUST_01662,2023-07-26,Billing,Resolved,2.0
TKT_0003026,CUST_01662,2024-10-31,Shipping Delay,Pending,
TKT_0003027,CUST_01663,2024-02-28,General Inquiry,Resolved,5.0
TKT_0003028,CUST_01664,2024-06-30,Technical Problem,Resolved,7.0
TKT_0003029,CUST_01664,2023-12-23,Account Issue,Resolved,2.0
TKT_0003030,CUST_01664,2024-02-16,Product Quality,Resolved,2.0
TKT_0003031,CUST_01664,2024-10-17,Account Issue,Resolved,3.0
TKT_0003032,CUST_01665,2024-09-03,Technical Problem,Resolved,4.0
TKT_0003033,CUST_01665,2023-09-23,Product Quality,Resolved,2.0
TKT_0003034,CUST_01665,2024-03-24,Billing,Resolved,6.0
TKT_0003035,CUST_01666,2024-11-29,Shipping Delay,Pending,
TKT_0003036,CUST_01666,2024-11-28,Shipping Delay,Resolved,7.0
TKT_0003037,CUST_01666,2024-07-02,Product Quality,Open,
TKT_0003038,CUST_01666,2024-06-22,Product Quality,Resolved,7.0
TKT_0003039,CUST_01666,2024-05-16,Account Issue,Resolved,6.0
TKT_0003040,CUST_01668,2024-09-24,Product Quality,Resolved,4.0
TKT_0003041,CUST_01669,2024-05-27,Shipping Delay,Resolved,5.0
TKT_0003042,CUST_01669,2024-10-15,Shipping Delay,Resolved,3.0
TKT_0003043,CUST_01670,2023-12-09,General Inquiry,Pending,
TKT_0003044,CUST_01673,2024-06-17,Billing,Resolved,5.0
TKT_0003045,CUST_01673,2024-05-22,Account Issue,Resolved,6.0
TKT_0003046,CUST_01673,2024-07-20,Product Quality,Resolved,4.0
TKT_0003047,CUST_01674,2024-08-18,General Inquiry,Resolved,5.0
TKT_0003048,CUST_01675,2024-05-06,Billing,Resolved,5.0
TKT_0003049,CUST_01675,2024-07-10,Technical Problem,Resolved,2.0
TKT_0003050,CUST_01676,2024-10-10,Return Request,Resolved,6.0
TKT_0003051,CUST_01676,2024-01-16,Technical Problem,Resolved,3.0
TKT_0003052,CUST_01676,2024-01-19,Product Quality,Resolved,3.0
TKT_0003053,CUST_01676,2024-04-12,Return Request,Resolved,3.0
TKT_0003054,CUST_01678,2023-11-03,General Inquiry,Resolved,5.0
